"Company
Location",Income group,Region,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
Fiji,Upper middle income,East Asia & Pacific,1.081579859,-1.837178801,-0.063272147,-2.342098613,2.214558668,2.273244418,1.221402419,4.669004122,5.5005257,4.401855218,2.201481152,4.573208632,4.284060927
Fiji,Upper middle income,East Asia & Pacific,1.081579859,-1.837178801,-0.063272147,-2.342098613,2.214558668,2.273244418,1.221402419,4.669004122,5.5005257,4.401855218,2.201481152,4.573208632,4.284060927
Fiji,Upper middle income,East Asia & Pacific,1.081579859,-1.837178801,-0.063272147,-2.342098613,2.214558668,2.273244418,1.221402419,4.669004122,5.5005257,4.401855218,2.201481152,4.573208632,4.284060927
Fiji,Upper middle income,East Asia & Pacific,1.081579859,-1.837178801,-0.063272147,-2.342098613,2.214558668,2.273244418,1.221402419,4.669004122,5.5005257,4.401855218,2.201481152,4.573208632,4.284060927
Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903
Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903
Mexico,Upper middle income,Latin America & Caribbean,2.984438342,0.782568094,-0.357632988,-6.67416705,3.617189436,2.227160852,2.247145121,0.029449417,1.499188933,2.013927114,1.690630236,0.888544148,0.851768911
Switzerland,High income,Europe & Central Asia,3.338088149,3.185584618,0.864917227,-3.436225955,1.935433937,0.568370351,-0.060803476,0.687571592,1.206825767,0.186394303,0.497742666,0.672860567,1.761393104
Switzerland,High income,Europe & Central Asia,3.338088149,3.185584618,0.864917227,-3.436225955,1.935433937,0.568370351,-0.060803476,0.687571592,1.206825767,0.186394303,0.497742666,0.672860567,1.761393104
Switzerland,High income,Europe & Central Asia,3.338088149,3.185584618,0.864917227,-3.436225955,1.935433937,0.568370351,-0.060803476,0.687571592,1.206825767,0.186394303,0.497742666,0.672860567,1.761393104
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
Netherlands,High income,Europe & Central Asia,3.294949892,3.547359482,1.773356599,-4.161038565,0.82425996,1.078628207,-1.395919341,-0.424178645,1.05910126,1.508266162,1.649315552,2.304284789,2.003691765
Netherlands,High income,Europe & Central Asia,3.294949892,3.547359482,1.773356599,-4.161038565,0.82425996,1.078628207,-1.395919341,-0.424178645,1.05910126,1.508266162,1.649315552,2.304284789,2.003691765
Netherlands,High income,Europe & Central Asia,3.294949892,3.547359482,1.773356599,-4.161038565,0.82425996,1.078628207,-1.395919341,-0.424178645,1.05910126,1.508266162,1.649315552,2.304284789,2.003691765
Netherlands,High income,Europe & Central Asia,3.294949892,3.547359482,1.773356599,-4.161038565,0.82425996,1.078628207,-1.395919341,-0.424178645,1.05910126,1.508266162,1.649315552,2.304284789,2.003691765
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
Spain,High income,Europe & Central Asia,2.428012521,1.865813028,-0.482674966,-4.424062114,-0.445350775,-1.349930077,-2.990755144,-1.383096773,1.683527291,3.725128085,3.086610965,2.736799193,2.295205926
Spain,High income,Europe & Central Asia,2.428012521,1.865813028,-0.482674966,-4.424062114,-0.445350775,-1.349930077,-2.990755144,-1.383096773,1.683527291,3.725128085,3.086610965,2.736799193,2.295205926
Spain,High income,Europe & Central Asia,2.428012521,1.865813028,-0.482674966,-4.424062114,-0.445350775,-1.349930077,-2.990755144,-1.383096773,1.683527291,3.725128085,3.086610965,2.736799193,2.295205926
Spain,High income,Europe & Central Asia,2.428012521,1.865813028,-0.482674966,-4.424062114,-0.445350775,-1.349930077,-2.990755144,-1.383096773,1.683527291,3.725128085,3.086610965,2.736799193,2.295205926
Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229
Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229
Canada,High income,North America,1.602834356,1.086345859,-0.080309077,-4.030419864,1.949628208,2.142309002,0.66330309,1.254655017,1.839459844,-0.058784637,-0.031327849,1.764529721,0.452912515
Canada,High income,North America,1.602834356,1.086345859,-0.080309077,-4.030419864,1.949628208,2.142309002,0.66330309,1.254655017,1.839459844,-0.058784637,-0.031327849,1.764529721,0.452912515
Canada,High income,North America,1.602834356,1.086345859,-0.080309077,-4.030419864,1.949628208,2.142309002,0.66330309,1.254655017,1.839459844,-0.058784637,-0.031327849,1.764529721,0.452912515
Canada,High income,North America,1.602834356,1.086345859,-0.080309077,-4.030419864,1.949628208,2.142309002,0.66330309,1.254655017,1.839459844,-0.058784637,-0.031327849,1.764529721,0.452912515
Canada,High income,North America,1.602834356,1.086345859,-0.080309077,-4.030419864,1.949628208,2.142309002,0.66330309,1.254655017,1.839459844,-0.058784637,-0.031327849,1.764529721,0.452912515
Canada,High income,North America,1.602834356,1.086345859,-0.080309077,-4.030419864,1.949628208,2.142309002,0.66330309,1.254655017,1.839459844,-0.058784637,-0.031327849,1.764529721,0.452912515
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Italy,High income,Europe & Central Asia,1.700456258,0.962784205,-1.703747,-5.911711979,1.37422513,0.403801715,-3.080603909,-2.860800443,-0.800672819,1.021306015,1.290831526,1.836681901,1.034213504
Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801
Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801
Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801
Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801
Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
France,High income,Europe & Central Asia,1.737523987,1.792993386,-0.303770528,-3.371737188,1.447012859,1.699630119,-0.171212884,0.059905732,0.472969992,0.691921868,0.692650644,2.251980937,1.539463119
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.K.,High income,Europe & Central Asia,1.797063633,1.750114451,-1.127093318,-4.968142665,0.917020678,0.853333205,0.744129587,1.365402454,2.174919629,1.538704318,1.065018745,1.108807787,0.741644025
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
U.S.A.,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891
